Row_ID,SKU,Seller_ID,Seller_Name,Category,Brand,Model_Name,Model_Number,UPC,GTIN,Title,Description,Price_USD,Weight_lbs,Stock_Quantity,Primary_Image_URL,Specifications,Listing_Date,Last_Updated,Is_Active,Data_Quality_Issue
588,BB-MKT-00293,S001,TechDirect LLC,Tablets,Lenovo,Tab P12 Pro,LE-9762-BK,231740814935,0231740814935,"Lenovo Tab P12 Pro 11"" 512GB Tablet",Stay productive and entertained with the Lenovo Tab P12 Pro. Powerful performance in a sleek design.,985.95,0.67,387,https://images.bestbuy.com/marketplace/lenovo-tab-p12-pro-main.jpg,"Storage_GB: 512 | Screen_Size: 11"" | Cellular: Yes | RAM_GB: 12",2025-04-26,2025-04-26,Yes,DUPLICATE_SKU
589,BB-MKT-00973,S007,SmartBuy Co,Headphones,Sennheiser,AirPods Max,SE-7470-WH,232117442989,0232117442989,Sennheiser AirPods Max On-ear Both Headphones,Enjoy crystal-clear audio with the Sennheiser AirPods Max. Perfect for music lovers and remote workers.,523.11,0.34,0,https://images.bestbuy.com/marketplace/sennheiser-airpods-max-main.jpg,Type: On-ear | Connectivity: Both | ANC: No | Battery_Hours: 20,2024-10-11,2023-11-18,Yes,STALE_LISTING
590,BB-MKT-00166,S001,TechDirect LLC,Smart Home,Amazon,Hue Starter Kit,AM-4791-BK,252095066478,0252095066478,Amazon Hue Starter Kit Smart Home Device,Transform your home with the Amazon Hue Starter Kit. Easy setup and seamless smart home integration.,361.37,0.11,258,https://images.bestbuy.com/marketplace/amazon-hue-starter-kit-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Alexa | Power: Battery,2025-02-19,2025-02-19,Yes,
591,BB-MKT-00686,S007,SmartBuy Co,Smart Home,Google,Echo Show 10,GO-7594-BK,599269563534,0599269563534,Google Echo Show 10 Smart Home Device,Transform your home with the Google Echo Show 10. Easy setup and seamless smart home integration.,369.42,0.29,384,https://images.bestbuy.com/marketplace/google-echo-show-10-main.jpg,Connectivity: Zigbee | Voice_Assistant: Alexa | Power: Wired,2024-07-07,2024-07-07,Yes,
592,BB-MKT-00752,S004,ValueTech Store,Laptops,Dell,XPS 15,DE-4710-BL,401081639824,0401081639824,"Dell XPS 15 13.3"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the Dell XPS 15. Designed for professionals and students alike.,9532.45,1.36,375,https://images.bestbuy.com/marketplace/dell-xps-15-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 13.3"" | Processor: Apple M2",2024-11-15,2024-11-15,Yes,PRICE_ANOMALY
593,BB-MKT-00846,S001,TechDirect LLC,Smart Home,Ring,Echo Show 10,RI-5145-SL,876081259071,0876081259071,Ring Echo Show 10 Smart Home Device,Transform your home with the Ring Echo Show 10. Easy setup and seamless smart home integration.,322.88,1.46,421,https://images.bestbuy.com/marketplace/ring-echo-show-10-main.jpg,Connectivity: Z-Wave | Voice_Assistant: None | Power: Wired,2024-07-16,2024-07-16,Yes,
594,BB-MKT-00250,S005,ConnectPro Sales,Tablets,Amazon,iPad Pro 12.9,AM-1138-WH,983050180684,0983050180684,"Amazon iPad Pro 12.9 12.4"" 64GB Tablet",Stay productive and entertained with the Amazon iPad Pro 12.9. Powerful performance in a sleek design.,439.25,0.78,156,https://images.bestbuy.com/marketplace/amazon-ipad-pro-12.9-main.jpg,"Storage_GB: 64 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 6",2024-11-18,2024-11-18,Yes,
595,BB-MKT-00520,S005,ConnectPro Sales,Smart Home,Arlo,Echo Show 10,AR-3118-WH,458428343837,0458428343837,Arlo Echo Show 10 Smart Home Device,Transform your home with the Arlo Echo Show 10. Easy setup and seamless smart home integration.,434.74,1.22,144,https://images.bestbuy.com/marketplace/arlo-echo-show-10-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Alexa | Power: USB-C,2024-12-13,2024-12-13,Yes,
596,BB-MKT-00411,S001,TechDirect LLC,Laptops,Apple,Aspire 5,AP-7459-SL,573456755696,0573456755696,"Apple Aspire 5 15.6"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the Apple Aspire 5. Designed for professionals and students alike.,1893.72,1.85,222,https://images.bestbuy.com/marketplace/apple-aspire-5-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 15.6"" | Processor: Intel i5",2025-04-06,2025-04-06,Yes,
597,BB-MKT-00698,S002,EliteGadgets Inc,Tablets,Amazon,Galaxy Tab S9,AM-2262-BK,366627245977,0366627245977,"Amazon Galaxy Tab S9 10.1"" 64GB Tablet",Stay productive and entertained with the Amazon Galaxy Tab S9. Powerful performance in a sleek design.,803.56,0.79,76,https://images.bestbuy.com/marketplace/amazon-galaxy-tab-s9-main.jpg,"Storage_GB: 64 | Screen_Size: 10.1"" | Cellular: No | RAM_GB: 6",2024-10-02,2024-10-02,Yes,
598,BB-MKT-00742,S007,SmartBuy Co,Headphones,Apple,AirPods Max,AP-9090-BK,446924323043,0446924323043,,Enjoy crystal-clear audio with the Apple AirPods Max. Perfect for music lovers and remote workers.,233.53,0.37,232,https://images.bestbuy.com/marketplace/apple-airpods-max-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 40,2025-03-10,2025-03-10,Yes,MISSING_TITLE
599,BB-MKT-00720,S004,ValueTech Store,Headphones,Beats,AirPods Max,BE-9177-BL,869334923184,0869334923184,Beats AirPods Max Over-ear Wired Headphones,Enjoy crystal-clear audio with the Beats AirPods Max. Perfect for music lovers and remote workers.,250.77,0.29,424,https://images.bestbuy.com/marketplace/beats-airpods-max-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: No | Battery_Hours: 40,2025-04-04,2025-04-04,Yes,DUPLICATE_SKU
600,BB-MKT-00090,S007,SmartBuy Co,Laptops,HP,MacBook Air,HP-6585-WH,600019373152,0600019373152,"HP MacBook Air 14"" Laptop - 8GB RAM 256GB SSD",Experience premium performance with the HP MacBook Air. Designed for professionals and students alike.,1176.11,2.35,397,https://images.bestbuy.com/marketplace/hp-macbook-air-main.jpg,"RAM_GB: 8 | Storage_GB: 256 | Screen_Size: 14"" | Processor: AMD Ryzen 7",2025-04-17,2025-04-17,Yes,
601,BB-MKT-00943,S007,SmartBuy Co,Tablets,Apple,Surface Pro 9,AP-8074-BK,988255761466,0988255761466,"Apple Surface Pro 9 12.4"" 512GB Tablet",Stay productive and entertained with the Apple Surface Pro 9. Powerful performance in a sleek design.,397.45,0.41,322,https://images.bestbuy.com/marketplace/apple-surface-pro-9-main.jpg,"Storage_GB: 512 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 12",2024-12-16,2024-12-16,Yes,
602,BB-MKT-00078,S006,NextGen Devices,Laptops,HP,Aspire 5,HP-9850-BL,867695941207,0867695941207,"HP Aspire 5 16"" Laptop - 16GB RAM 512GB SSD",Experience premium performance with the HP Aspire 5. Designed for professionals and students alike.,1719.68,2.36,453,https://images.bestbuy.com/marketplace/hp-aspire-5-main.jpg,"RAM_GB: 16 | Storage_GB: 512 | Screen_Size: 16"" | Processor: AMD Ryzen 5",2025-01-29,2025-01-29,Yes,DUPLICATE_SKU
603,BB-MKT-00980,S007,SmartBuy Co,Headphones,Jabra,Momentum 4,JA-6654-BL,,0377509040433,Jabra Momentum 4 On-ear Wired Headphones,Enjoy crystal-clear audio with the Jabra Momentum 4. Perfect for music lovers and remote workers.,2042.44,0.42,232,https://images.bestbuy.com/marketplace/jabra-momentum-4-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 36,2025-04-01,2025-04-01,Yes,PRICE_ANOMALY
604,BB-MKT-00968,S007,SmartBuy Co,Smart Home,Wyze,Hue Starter Kit,WY-4514-BK,150247608888,0150247608888,Wyze Hue Starter Kit Smart Home Device,Transform your home with the Wyze Hue Starter Kit. Easy setup and seamless smart home integration.,243.9,0.36,113,https://images.bestbuy.com/marketplace/wyze-hue-starter-kit-main.jpg,Connectivity: Zigbee | Voice_Assistant: Apple HomeKit | Power: USB-C,2024-12-11,2024-12-11,Yes,
605,BB-MKT-00447,S008,DigitalHub USA,Tablets,Microsoft,iPad Pro 12.9,MI-4643-WH,737520243850,0737520243850,"Microsoft iPad Pro 12.9 10.1"" 512GB Tablet",Stay productive and entertained with the Microsoft iPad Pro 12.9. Powerful performance in a sleek design.,1199.82,0.84,213,https://images.bestbuy.com/marketplace/microsoft-ipad-pro-12.9-main.jpg,"Storage_GB: 512 | Screen_Size: 10.1"" | Cellular: Yes | RAM_GB: 8",2024-07-23,2024-07-23,Yes,
606,BB-MKT-00286,S007,SmartBuy Co,Laptops,ASUS,IdeaPad 5,AS-1092-SL,382806477544,0382806477544,"ASUS IdeaPad 5 14"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the ASUS IdeaPad 5. Designed for professionals and students alike.,1378.3,2.7,20,https://images.bestbuy.com/marketplace/asus-ideapad-5-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 14"" | Processor: Apple M2",2024-09-17,2024-09-17,Yes,
607,BB-MKT-00035,S008,DigitalHub USA,Laptops,Acer,Pavilion 15,AC-6198-BL,682687809473,0682687809473,"Acer Pavilion 15 14"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the Acer Pavilion 15. Designed for professionals and students alike.,1685.57,2.35,258,https://images.bestbuy.com/marketplace/acer-pavilion-15-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 14"" | Processor: AMD Ryzen 7",2025-02-04,2025-02-04,Yes,
608,BB-MKT-00486,S004,ValueTech Store,Headphones,Jabra,Tour One,JA-9856-BK,990534048227,0990534048227,Jabra Tour One On-ear Both Headphones,Enjoy crystal-clear audio with the Jabra Tour One. Perfect for music lovers and remote workers.,524.34,0.21,220,https://images.bestbuy.com/marketplace/jabra-tour-one-main.jpg,Type: On-ear | Connectivity: Both | ANC: No | Battery_Hours: 40,2024-08-30,2024-08-30,Yes,
609,BB-MKT-00429,S002,EliteGadgets Inc,Laptops,Dell,XPS 15,DE-1014-BK,817898862664,0817898862664,"Dell XPS 15 13.3"" Laptop - 32GB RAM 512GB SSD",Experience premium performance with the Dell XPS 15. Designed for professionals and students alike.,1794.67,1.63,358,https://images.bestbuy.com/marketplace/dell-xps-15-main.jpg,"RAM_GB: 32 | Storage_GB: 512 | Screen_Size: 13.3"" | Processor: AMD Ryzen 7",2024-12-16,2024-12-16,Yes,
610,BB-MKT-00782,S006,NextGen Devices,Headphones,Sennheiser,Momentum 4,SE-2161-BK,515003236622,0515003236622,Sennheiser Momentum 4 Over-ear Wireless Headphones,Enjoy crystal-clear audio with the Sennheiser Momentum 4. Perfect for music lovers and remote workers.,95.14,0.33,0,https://images.bestbuy.com/marketplace/sennheiser-momentum-4-main.jpg,Type: Over-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 36,2024-08-30,2023-11-30,Yes,STALE_LISTING
611,BB-MKT-00722,S005,ConnectPro Sales,Smart Home,Philips,Echo Show 10,PH-7738-BK,119969985565,0119969985565,Philips Echo Show 10 Smart Home Device,Transform your home with the Philips Echo Show 10. Easy setup and seamless smart home integration.,262.31,1.15,474,https://images.bestbuy.com/marketplace/philips-echo-show-10-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Alexa | Power: Battery,2025-04-05,2025-04-05,Yes,
612,BB-MKT-00378,S003,PrimeElectronics,Laptops,Lenovo,Tab P12 Pro,LE-1245-SL,546815023668,0546815023668,"Lenovo Tab P12 Pro 10.1"" 128GB Tablet",Stay productive and entertained with the Lenovo Tab P12 Pro. Powerful performance in a sleek design.,1241.73,0.43,343,https://images.bestbuy.com/marketplace/lenovo-tab-p12-pro-main.jpg,"Storage_GB: 128 | Screen_Size: 10.1"" | Cellular: Yes | RAM_GB: 6",2024-10-12,2024-10-12,Yes,CATEGORY_MISMATCH
613,BB-MKT-00538,S001,TechDirect LLC,Smart Home,Ring,Nest Hub Max,RI-2817-BK,605942796182,0605942796182,Ring Nest Hub Max Smart Home Device,Transform your home with the Ring Nest Hub Max. Easy setup and seamless smart home integration.,396.38,0.95,439,https://images.bestbuy.com/marketplace/ring-nest-hub-max-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Alexa | Power: Wired,2024-08-22,2024-08-22,Yes,
614,BB-MKT-00022,S005,ConnectPro Sales,Smart Home,Philips,Ultra 2,PH-5333-BK,249800414661,0249800414661,Philips Ultra 2 Smart Home Device,Transform your home with the Philips Ultra 2. Easy setup and seamless smart home integration.,447.16,1.14,79,https://images.bestbuy.com/marketplace/philips-ultra-2-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Apple HomeKit | Power: USB-C,2024-11-17,2024-11-17,Yes,
615,BB-MKT-00441,S004,ValueTech Store,Tablets,Samsung,Surface Pro 9,SA-3888-WH,647498434216,0647498434216,"Samsung Surface Pro 9 10.1"" 64GB Tablet",Stay productive and entertained with the Samsung Surface Pro 9. Powerful performance in a sleek design.,919.66,0.33,330,https://images.bestbuy.com/marketplace/samsung-surface-pro-9-main.jpg,"Storage_GB: 64 | Screen_Size: 10.1"" | Cellular: Yes | RAM_GB: 6",2025-01-03,2025-01-03,Yes,
616,BB-MKT-00376,S006,NextGen Devices,Tablets,Lenovo,Surface Pro 9,LE-4026-BK,242192500589,0242192500589,"Lenovo Surface Pro 9 11"" 512GB Tablet",Stay productive and entertained with the Lenovo Surface Pro 9. Powerful performance in a sleek design.,1025.81,0.67,136,https://images.bestbuy.com/marketplace/lenovo-surface-pro-9-main.jpg,"Storage_GB: 512 | Screen_Size: 11"" | Cellular: Yes | RAM_GB: 6",2025-04-17,2025-04-17,Yes,
617,BB-MKT-00656,S004,ValueTech Store,Laptops,Acer,Pavilion 15,AC-9984-BL,852091680802,0852091680802,"Acer Pavilion 15 13.3"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the Acer Pavilion 15. Designed for professionals and students alike.,524.54,2.22,185,https://images.bestbuy.com/marketplace/acer-pavilion-15-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 13.3"" | Processor: Apple M2",2024-12-18,2024-12-18,Yes,DUPLICATE_SKU
618,BB-MKT-00449,S007,SmartBuy Co,TVs,LG,Bravia XR,LG-5994-WH,836500059690,0836500059690,"LG 55"" 4K UHD Smart TV Bravia XR",Immerse yourself in stunning visuals with the LG Bravia XR. Features cutting-edge display technology.,2886.39,45.75,382,https://images.bestbuy.com/marketplace/lg-bravia-xr-main.jpg,"Screen_Size: 55"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2025-04-25,2025-04-25,Yes,
619,BB-MKT-00756,S004,ValueTech Store,Smart Home,Wyze,Nest Hub Max,WY-6499-BL,981776552471,0981776552471,Wyze Nest Hub Max Smart Home Device,Transform your home with the Wyze Nest Hub Max. Easy setup and seamless smart home integration.,259.61,0.59,279,https://images.bestbuy.com/marketplace/wyze-nest-hub-max-main.jpg,Connectivity: Zigbee | Voice_Assistant: Alexa | Power: Battery,2024-11-09,2024-11-09,Yes,
620,BB-MKT-00167,S007,SmartBuy Co,Laptops,Acer,MacBook Air,AC-7739-BK,684143952105,0684143952105,"Acer MacBook Air 16"" Laptop - 64GB RAM 1024GB SSD",Experience premium performance with the Acer MacBook Air. Designed for professionals and students alike.,393.78,2.36,274,https://images.bestbuy.com/marketplace/acer-macbook-air-main.jpg,"RAM_GB: 64 | Storage_GB: 1024 | Screen_Size: 16"" | Processor: Intel i5",2024-11-24,2024-11-24,Yes,DUPLICATE_SKU
621,BB-MKT-00620,S008,DigitalHub USA,TVs,Sony,5-Series 4K,SO-8231-BL,616116625176,0616116625176,"Sony 43"" 8K Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Sony 5-Series 4K. Features cutting-edge display technology.,13570.8,40.34,389,https://images.bestbuy.com/marketplace/sony-5-series-4k-main.jpg,"Screen_Size: 43"" | Resolution: 8K | Smart_TV: No | HDR: Dolby Vision",2024-09-18,2024-09-18,Yes,PRICE_ANOMALY
622,BB-MKT-00136,S006,NextGen Devices,Smart Home,Philips,Cam OG,PH-7035-SL,120683483751,0120683483751,Philips Cam OG Smart Home Device,Transform your home with the Philips Cam OG. Easy setup and seamless smart home integration.,345.69,1.47,298,https://images.bestbuy.com/marketplace/philips-cam-og-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Apple HomeKit | Power: Wired,2024-12-05,2024-12-05,Yes,
623,BB-MKT-00823,S006,NextGen Devices,Headphones,Jabra,AirPods Max,JA-1895-SL,,0385180156992,Jabra AirPods Max On-ear Wired Headphones,Enjoy crystal-clear audio with the Jabra AirPods Max. Perfect for music lovers and remote workers.,281.46,0.25,325,https://images.bestbuy.com/marketplace/jabra-airpods-max-main.jpg,Type: On-ear | Connectivity: Wired | ANC: No | Battery_Hours: 36,2024-07-24,2024-07-24,Yes,MISSING_UPC
624,BB-MKT-00805,S007,SmartBuy Co,Smart Home,Arlo,Echo Show 10,AR-8225-SL,673483137664,0673483137664,Arlo Echo Show 10 Smart Home Device,Transform your home with the Arlo Echo Show 10. Easy setup and seamless smart home integration.,155.52,1.27,150,https://images.bestbuy.com/marketplace/arlo-echo-show-10-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: None | Power: USB-C,2024-11-02,2024-11-02,Yes,
625,BB-MKT-00104,S006,NextGen Devices,Headphones,Bose,QuietComfort 45,BO-3538-BK,254618722248,0254618722248,Bose QuietComfort 45 On-ear Wired Headphones,Enjoy crystal-clear audio with the Bose QuietComfort 45. Perfect for music lovers and remote workers.,182.81,0.4,259,https://images.bestbuy.com/marketplace/bose-quietcomfort-45-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 24,2025-04-03,2025-04-03,Yes,
626,BB-MKT-00119,S002,EliteGadgets Inc,Tablets,Microsoft,Fire HD 10,MI-8179-BK,961905828711,0961905828711,"Microsoft Fire HD 10 8"" 128GB Tablet",Stay productive and entertained with the Microsoft Fire HD 10. Powerful performance in a sleek design.,294.16,0.44,0,https://images.bestbuy.com/marketplace/microsoft-fire-hd-10-main.jpg,"Storage_GB: 128 | Screen_Size: 8"" | Cellular: Yes | RAM_GB: 16",2025-01-04,2023-12-31,Yes,STALE_LISTING
627,BB-MKT-00994,S005,ConnectPro Sales,Headphones,JBL,Tour One,JB-6454-BK,188731492552,0188731492552,JBL Tour One On-ear Wireless Headphones,Enjoy crystal-clear audio with the JBL Tour One. Perfect for music lovers and remote workers.,96.94,0.44,319,https://images.bestbuy.com/marketplace/jbl-tour-one-main.jpg,Type: On-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 36,2024-07-06,2024-07-06,Yes,
628,BB-MKT-00235,S002,EliteGadgets Inc,Headphones,Sennheiser,Momentum 4,SE-3703-BL,821307297093,0821307297093,Sennheiser Momentum 4 On-ear Both Headphones,Enjoy crystal-clear audio with the Sennheiser Momentum 4. Perfect for music lovers and remote workers.,110.69,0.23,105,https://images.bestbuy.com/marketplace/sennheiser-momentum-4-main.jpg,Type: On-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 36,2024-10-06,2024-10-06,Yes,
629,BB-MKT-00506,S008,DigitalHub USA,TVs,Samsung,5-Series 4K,SA-2815-WH,192667395542,0192667395542,"Samsung 50"" 1080p Full HD Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Samsung 5-Series 4K. Features cutting-edge display technology.,1185.01,39.4,393,https://images.bestbuy.com/marketplace/samsung-5-series-4k-main.jpg,"Screen_Size: 50"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: Dolby Vision",2024-09-05,2024-09-05,Yes,
630,BB-MKT-00598,S007,SmartBuy Co,Tablets,Samsung,Tab P12 Pro,SA-6387-BL,218003271511,0218003271511,"Samsung Tab P12 Pro 12.9"" 64GB Tablet",Stay productive and entertained with the Samsung Tab P12 Pro. Powerful performance in a sleek design.,883.85,0.48,87,https://images.bestbuy.com/marketplace/samsung-tab-p12-pro-main.jpg,"Storage_GB: 64 | Screen_Size: 12.9"" | Cellular: No | RAM_GB: 6",2024-08-23,2024-08-23,Yes,
631,BB-MKT-00349,S002,EliteGadgets Inc,TVs,TCL,OLED C3,TC-1349-BL,313602419558,0313602419558,"TCL 55"" 1080p Full HD Smart TV OLED C3",Immerse yourself in stunning visuals with the TCL OLED C3. Features cutting-edge display technology.,1592.13,13.93,460,https://images.bestbuy.com/marketplace/tcl-oled-c3-main.jpg,"Screen_Size: 55"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: Dolby Vision",2024-07-21,2024-07-21,Yes,
632,BB-MKT-00229,S006,NextGen Devices,TVs,Sony,QLED 4K,SO-6978-BK,679161225398,0679161225398,"Sony 43"" 4K UHD Smart TV QLED 4K",Immerse yourself in stunning visuals with the Sony QLED 4K. Features cutting-edge display technology.,1649.97,49.44,202,https://images.bestbuy.com/marketplace/sony-qled-4k-main.jpg,"Screen_Size: 43"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2025-04-27,2025-04-27,Yes,
633,BB-MKT-00188,S006,NextGen Devices,Headphones,Beats,Tour One,BE-3194-SL,192729067059,0192729067059,Beats Tour One In-ear Wireless Headphones,Enjoy crystal-clear audio with the Beats Tour One. Perfect for music lovers and remote workers.,90.29,0.28,93,https://images.bestbuy.com/marketplace/beats-tour-one-main.jpg,Type: In-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 40,2025-01-08,2025-01-08,Yes,
634,BB-MKT-00987,S008,DigitalHub USA,Headphones,Sennheiser,Studio Pro,SE-2404-BK,172099453919,0172099453919,Sennheiser Studio Pro In-ear Both Headphones,Enjoy crystal-clear audio with the Sennheiser Studio Pro. Perfect for music lovers and remote workers.,33.51,0.42,27,https://images.bestbuy.com/marketplace/sennheiser-studio-pro-main.jpg,Type: In-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 20,2024-12-17,2024-12-17,Yes,
635,BB-MKT-00045,S008,DigitalHub USA,Laptops,ASUS,IdeaPad 5,AS-9548-SL,903915386825,0903915386825,"ASUS IdeaPad 5 14"" Laptop - 64GB RAM 1024GB SSD",Experience premium performance with the ASUS IdeaPad 5. Designed for professionals and students alike.,1692.42,2.67,396,https://images.bestbuy.com/marketplace/asus-ideapad-5-main.jpg,"RAM_GB: 64 | Storage_GB: 1024 | Screen_Size: 14"" | Processor: AMD Ryzen 7",2025-03-05,2025-03-05,Yes,
636,BB-MKT-00386,S008,DigitalHub USA,Smart Home,Philips,Echo Show 10,PH-8794-BL,824083650158,0824083650158,Philips Echo Show 10 Smart Home Device,Transform your home with the Philips Echo Show 10. Easy setup and seamless smart home integration.,221.77,0.21,307,https://images.bestbuy.com/marketplace/philips-echo-show-10-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Google Assistant | Power: Battery,2024-07-04,2024-07-04,Yes,
637,BB-MKT-00181,S007,SmartBuy Co,Smart Home,Wyze,Hue Starter Kit,WY-2392-BK,691899308484,0691899308484,Wyze Hue Starter Kit Smart Home Device,Transform your home with the Wyze Hue Starter Kit. Easy setup and seamless smart home integration.,390.41,1.02,181,https://images.bestbuy.com/marketplace/wyze-hue-starter-kit-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Alexa | Power: Wired,2024-09-24,2024-09-24,Yes,
638,BB-MKT-00397,S003,PrimeElectronics,Laptops,Lenovo,Katana 15,LE-8907-WH,127943034440,0127943034440,"Lenovo Katana 15 13.3"" Laptop - 8GB RAM 256GB SSD",Experience premium performance with the Lenovo Katana 15. Designed for professionals and students alike.,798.44,2.68,0,https://images.bestbuy.com/marketplace/lenovo-katana-15-main.jpg,"RAM_GB: 8 | Storage_GB: 256 | Screen_Size: 13.3"" | Processor: AMD Ryzen 7",2025-03-26,2023-12-22,Yes,STALE_LISTING
639,BB-MKT-00006,S003,PrimeElectronics,Tablets,Lenovo,Surface Pro 9,LE-6168-BL,137889353643,0137889353643,"Lenovo Surface Pro 9 11"" 128GB Tablet",Stay productive and entertained with the Lenovo Surface Pro 9. Powerful performance in a sleek design.,456.9,0.43,482,https://images.bestbuy.com/marketplace/lenovo-surface-pro-9-main.jpg,"Storage_GB: 128 | Screen_Size: 11"" | Cellular: Yes | RAM_GB: 6",2025-04-17,2025-04-17,Yes,
640,BB-MKT-00256,S006,NextGen Devices,Headphones,Apple,Momentum 4,AP-2166-BL,742674840367,0742674840367,Apple Momentum 4 On-ear Wired Headphones,Enjoy crystal-clear audio with the Apple Momentum 4. Perfect for music lovers and remote workers.,491.5,0.33,444,https://images.bestbuy.com/marketplace/apple-momentum-4-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 36,2025-01-12,2025-01-12,Yes,
641,BB-MKT-00498,S008,DigitalHub USA,Smart Home,Nest,Learning Thermostat,NE-1477-SL,247200177026,0247200177026,Nest Learning Thermostat Smart Home Device,Transform your home with the Nest Learning Thermostat. Easy setup and seamless smart home integration.,400.14,0.49,281,https://images.bestbuy.com/marketplace/nest-learning-thermostat-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: Battery,2024-09-29,2024-09-29,Yes,
642,BB-MKT-00494,S008,DigitalHub USA,Tablets,Samsung,Surface Pro 9,SA-6133-WH,695555011663,0695555011663,"Samsung Surface Pro 9 11"" 64GB Tablet",Stay productive and entertained with the Samsung Surface Pro 9. Powerful performance in a sleek design.,625.46,0.45,263,https://images.bestbuy.com/marketplace/samsung-surface-pro-9-main.jpg,"Storage_GB: 64 | Screen_Size: 11"" | Cellular: No | RAM_GB: 12",2025-02-18,2025-02-18,Yes,
643,BB-MKT-00204,S004,ValueTech Store,Headphones,Jabra,WH-1000XM5,JA-9482-WH,324633873429,0324633873429,Jabra WH-1000XM5 Over-ear Both Headphones,Enjoy crystal-clear audio with the Jabra WH-1000XM5. Perfect for music lovers and remote workers.,417.88,0.27,27,https://images.bestbuy.com/marketplace/jabra-wh-1000xm5-main.jpg,Type: Over-ear | Connectivity: Both | ANC: No | Battery_Hours: 20,2024-10-31,2024-10-31,Yes,
644,BB-MKT-00079,S002,EliteGadgets Inc,Tablets,Amazon,Tab P12 Pro,AM-4868-SL,587235620303,0587235620303,"Amazon Tab P12 Pro 8"" 256GB Tablet",Stay productive and entertained with the Amazon Tab P12 Pro. Powerful performance in a sleek design.,263.26,0.71,278,https://images.bestbuy.com/marketplace/amazon-tab-p12-pro-main.jpg,"Storage_GB: 256 | Screen_Size: 8"" | Cellular: No | RAM_GB: 6",2024-12-31,2024-12-31,Yes,
645,BB-MKT-00159,S006,NextGen Devices,Tablets,Lenovo,Galaxy Tab S9,LE-4692-SL,364026752906,0364026752906,"Lenovo Galaxy Tab S9 12.4"" 256GB Tablet",Stay productive and entertained with the Lenovo Galaxy Tab S9. Powerful performance in a sleek design.,1135.17,0.39,237,https://images.bestbuy.com/marketplace/lenovo-galaxy-tab-s9-main.jpg,"Storage_GB: 256 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 16",2024-07-30,2024-07-30,Yes,
646,BB-MKT-00113,S006,NextGen Devices,Laptops,Acer,Aspire 5,AC-7116-SL,527931947563,0527931947563,"Acer Aspire 5 16"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the Acer Aspire 5. Designed for professionals and students alike.,1968.36,1.77,34,https://images.bestbuy.com/marketplace/acer-aspire-5-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 16"" | Processor: Intel i5",2024-12-24,2024-12-24,Yes,
